序号,发布日期,发布时间（页面时区）,视频标题,视频链接,视频ID
165,2025-11-14,11:30:44-08:00,BTC跌落十萬！完全跌破！派發區間跌出，一路暢跌？,https://www.youtube.com/watch?v=tu8i3myMp1Q,tu8i3myMp1Q
166,2025-11-13,11:14:31-08:00,BTC跌穿！小心飛刀！一路跌下去？除非……！,https://www.youtube.com/watch?v=rvuarFKkULo,rvuarFKkULo
167,2025-11-12,12:08:49-08:00,BTC仍跌！小反彈也沒？再測前低，這次還能否撐住？,https://www.youtube.com/watch?v=_o_mPhGbmNY,_o_mPhGbmNY
168,2025-11-11,10:57:06-08:00,BTC還是要跌？或正常回調？多空只在這一帶！撐住或失守？,https://www.youtube.com/watch?v=r8MgTgNstec,r8MgTgNstec
169,2025-11-10,11:11:36-08:00,BTC反彈開始！回落哪裡有支撐？長線空，短線多？,https://www.youtube.com/watch?v=MF445EGpKaA,MF445EGpKaA
170,2025-11-07,11:03:44-08:00,BTC築底？逐漸形成W底！空頭太多，清一下槓桿？,https://www.youtube.com/watch?v=3FRNEaujxIA,3FRNEaujxIA
171,2025-11-06,11:37:00-08:00,BTC危險解除？反彈是真是假？就看這條線了！或生或死！,https://www.youtube.com/watch?v=1_-IN-_J-vU,1_-IN-_J-vU
172,2025-11-05,10:44:42-08:00,BTC絕地反彈！市場框架轉漲？滿月再度發力？,https://www.youtube.com/watch?v=ElDMlyLsrCQ,ElDMlyLsrCQ
173,2025-11-04,10:58:24-08:00,比特幣崩盤！跌破十萬！大跌才剛剛開始？插針危險！,https://www.youtube.com/watch?v=UvbRH_PrKL4,UvbRH_PrKL4
174,2025-11-03,11:00:54-08:00,BTC市場恐慌？一周開始就跌破！有沒有小反彈？,https://www.youtube.com/watch?v=68eMrF_Ib1s,68eMrF_Ib1s
175,2025-10-31,11:02:00-07:00,BTC努力反彈！但略顯乏力？能漲到XX就不容易了！,https://www.youtube.com/watch?v=qNSx0RmqUGI,qNSx0RmqUGI
176,2025-10-30,11:39:46-07:00,BTC徹底崩盤？長跌開始了？反彈是做空機會！,https://www.youtube.com/watch?v=d1QdzDlJMGs,d1QdzDlJMGs
177,2025-10-29,12:18:06-07:00,BTC反彈完了？迅猛下跌！缺口是否補足？,https://www.youtube.com/watch?v=AVa5veBBNLw,AVa5veBBNLw
178,2025-10-28,10:47:57-07:00,BTC不肯跌？缺口還是要補足？可能在蓄勢！,https://www.youtube.com/watch?v=8IcpLulGxC8,8IcpLulGxC8
179,2025-10-27,11:01:22-07:00,BTC果然漲上來！進入高危區！多空只在這一線？！,https://www.youtube.com/watch?v=uZalzpapIQY,uZalzpapIQY
180,2025-10-24,11:11:50-07:00,BTC極致盤整！上方缺口有吸引力？美股新高！,https://www.youtube.com/watch?v=1J1ueSDkjdA,1J1ueSDkjdA
181,2025-10-23,09:54:10-07:00,BTC盤整！無處可去？最好上來一下！之後呢？,https://www.youtube.com/watch?v=lWRw0L4d7-c,lWRw0L4d7-c
182,2025-10-22,10:12:24-07:00,BTC上下畫門！波動急劇放大！反彈實在太難了？,https://www.youtube.com/watch?v=VKQ8f6DxLMQ,VKQ8f6DxLMQ
183,2025-10-21,11:19:40-07:00,BTC仍能反彈？去補這個缺口！之後呢？,https://www.youtube.com/watch?v=RuQ4mjNYWD8,RuQ4mjNYWD8
184,2025-10-20,10:29:36-07:00,BTC反彈！做多？這次漲到哪？上方缺口在這！,https://www.youtube.com/watch?v=iwsvD2x3wN8,iwsvD2x3wN8
185,2025-10-17,11:23:33-07:00,BTC潰敗下跌！毫無反彈力量？不是金坑，是陷阱！,https://www.youtube.com/watch?v=I6nrQDEirzE,I6nrQDEirzE
186,2025-10-16,10:25:54-07:00,BTC還能跌？比特幣止跌關鍵：收復這價位……,https://www.youtube.com/watch?v=rPHj6NJGfMs,rPHj6NJGfMs
187,2025-10-15,10:39:18-07:00,BTC反彈無力！漲完了嗎？ETH呢？可能去這……！,https://www.youtube.com/watch?v=a1IRcHbIyN8,a1IRcHbIyN8
188,2025-10-14,11:05:43-07:00,BTC反彈無力！進入盤整區，向上或向下？何處加倉？,https://www.youtube.com/watch?v=dn4kEVz0OpE,dn4kEVz0OpE
189,2025-10-13,10:52:48-07:00,BTC暴跌大清算！砸出黃金坑？難得買入機會？或之後還跌？,https://www.youtube.com/watch?v=o7IjslOTpmU,o7IjslOTpmU
190,2025-10-10,11:46:25-07:00,BTC急跌！跌到哪？反彈做多？逢高做空！,https://www.youtube.com/watch?v=pXiF40zHhog,pXiF40zHhog
191,2025-10-09,11:43:38-07:00,BTC回抽不過！順暢下跌！反彈無力，大勢已去？ETH呢,https://www.youtube.com/watch?v=RgNY0wCO_34,RgNY0wCO_34
192,2025-10-08,10:33:31-07:00,BTC還反彈？這一帶，小心空頭陷阱！ETH還漲嗎？,https://www.youtube.com/watch?v=lq-eygisE68,lq-eygisE68
193,2025-10-07,10:35:09-07:00,BTC假突破？不要追多了！多次沖高，不要急躁！,https://www.youtube.com/watch?v=8E46keYyWhE,8E46keYyWhE
194,2025-10-06,10:25:37-07:00,BTC再創新高！滿月繼續漲？ETH也有新高？,https://www.youtube.com/watch?v=JKac-ibBfIw,JKac-ibBfIw
195,2025-10-03,10:47:57-07:00,BTC新高在即！繼續漲？小心掉頭！ETH上漲目標？,https://www.youtube.com/watch?v=Ur0TM197nNk,Ur0TM197nNk
196,2025-10-02,11:25:43-07:00,比特幣12萬！總算來到！是否做空？還去新高嗎？ETH呢,https://www.youtube.com/watch?v=2NZwECUrQSI,2NZwECUrQSI
197,2025-10-01,11:34:31-07:00,BTC強勢反彈！再破小前高！這次去120000？是否新高？,https://www.youtube.com/watch?v=YTKudTgsqsg,YTKudTgsqsg
198,2025-09-30,11:44:19-07:00,BTC反彈中繼！盤整一下，還能再漲？回調時上車？,https://www.youtube.com/watch?v=nIiko7t_O5w,nIiko7t_O5w
199,2025-09-29,11:18:03-07:00,BTC直線拉漲！島形反轉！反彈開始？目標在哪？ETH呢,https://www.youtube.com/watch?v=S43I1PNzdIo,S43I1PNzdIo
200,2025-09-26,10:40:31-07:00,BTC沒跌完！下跌目標是？之後還能漲？可能週末動！,https://www.youtube.com/watch?v=qwhHBQF2yoo,qwhHBQF2yoo
201,2025-09-25,11:33:52-07:00,BTC跌破！假突破後，直接去前低？毫無強勢，直接走壞？,https://www.youtube.com/watch?v=kkI8A5rGxEo,kkI8A5rGxEo
202,2025-09-24,11:09:50-07:00,BTC跌破收回！強勢出現，如期反彈？漲到哪去？,https://www.youtube.com/watch?v=3HTX8Sv8Dn4,3HTX8Sv8Dn4
203,2025-09-23,11:32:16-07:00,BTC仍下跌！一路向下不回頭？反彈是否有可能？,https://www.youtube.com/watch?v=1k5hLBdQU5E,1k5hLBdQU5E
204,2025-09-22,10:43:39-07:00,BTC新月開跌！一切才剛剛開始？還能反彈一下嗎？ETH也有點矛盾！,https://www.youtube.com/watch?v=72OJvFVhaUc,72OJvFVhaUc
205,2025-09-19,11:38:56-07:00,比特幣掉頭向下！馬上做空？還是再等等？關鍵臨界點！,https://www.youtube.com/watch?v=gpTGcJeuxqw,gpTGcJeuxqw
206,2025-09-18,11:36:50-07:00,BTC上攻！即將重回12萬！BNB上1000，山寨季？,https://www.youtube.com/watch?v=9dCrMSvNM8Q,9dCrMSvNM8Q
207,2025-09-17,11:01:30-07:00,BTC盤整蓄勢！直接突破？或先回踩？兩個交易計劃！,https://www.youtube.com/watch?v=UJXITLOg3yM,UJXITLOg3yM
208,2025-09-16,11:06:56-07:00,BTC繼續漲？還沒到位！到哪受阻？準備做空？,https://www.youtube.com/watch?v=RuSMsByLbeU,RuSMsByLbeU
209,2025-09-15,11:06:22-07:00,BTC強周線！繼續反彈？還能漲多高？以太ETH呢？,https://www.youtube.com/watch?v=twVyO7J8tlc,twVyO7J8tlc
210,2025-09-12,11:08:36-07:00,BTC反彈到…？見頂倒計時？大週期分析！ETH也同步？,https://www.youtube.com/watch?v=ACW--li2AqQ,ACW--li2AqQ
211,2025-09-11,10:27:32-07:00,BTC反彈穩了？不可跌回這條線！漲到XX就行了？,https://www.youtube.com/watch?v=PUUJ8CSshFE,PUUJ8CSshFE
212,2025-09-10,10:55:29-07:00,BTC總算突破！是真是假？突破做多，反手做空？,https://www.youtube.com/watch?v=r4ZgxJ7UrNo,r4ZgxJ7UrNo
213,2025-09-09,09:41:07-07:00,BTC潛在杯柄突破？最好先向下！ETH完全換手中……,https://www.youtube.com/watch?v=bwz0zeY9Apo,bwz0zeY9Apo
214,2025-09-08,10:26:34-07:00,BTC將反彈？盤整夠久，即將有動作！先去哪邊？,https://www.youtube.com/watch?v=y01K4Y_BkWM,y01K4Y_BkWM
215,2025-09-05,10:11:13-07:00,BTC漲不上去！難漲也難跌，到底去哪裡？ETH呢？,https://www.youtube.com/watch?v=yIlREx7ZOV8,yIlREx7ZOV8
216,2025-09-04,09:39:23-07:00,比特幣反彈受阻！支撐阻力線，實在難上！跌到哪去？,https://www.youtube.com/watch?v=rv80yyLIkOU,rv80yyLIkOU
217,2025-09-03,10:04:07-07:00,BTC繼續反彈！臨近阻力位，是上是下？關鍵分界！,https://www.youtube.com/watch?v=zB3gckw68Bk,zB3gckw68Bk
218,2025-09-02,07:45:58-07:00,比特幣反彈！這次漲到哪？做空機會？ETH呢？,https://www.youtube.com/watch?v=jKWeWY-aqeY,jKWeWY-aqeY
219,2025-09-01,11:44:24-07:00,BTC周線走壞！現貨賣不賣？合約做空？我的想法……,https://www.youtube.com/watch?v=QmYtzvdkXDE,QmYtzvdkXDE
220,2025-08-29,11:57:19-07:00,BTC徹底跌破！事出反常？兩年來第一次！得改變思維！,https://www.youtube.com/watch?v=dF-KcPC8Xls,dF-KcPC8Xls
221,2025-08-28,10:00:08-07:00,BTC翻回！如果撐住，將去12萬？ETH反彈受阻？,https://www.youtube.com/watch?v=W3QUCGma5kw,W3QUCGma5kw
222,2025-08-27,10:14:00-07:00,BTC將反彈？收回這條線！ETH可能去更高？暫未受阻！,https://www.youtube.com/watch?v=1j-ijg8aV5A,1j-ijg8aV5A
223,2025-08-26,10:19:55-07:00,BTC跌破！非常弱！有無回彈？做空？ETH賣不賣？,https://www.youtube.com/watch?v=EMqCobrhauI,EMqCobrhauI
224,2025-08-25,10:44:44-07:00,BTC頹勢初現？周線MACD死叉！ETH假突破？,https://www.youtube.com/watch?v=zd4GuISYgyE,zd4GuISYgyE
225,2025-08-22,12:05:19-07:00,BTC死生之地，選擇生！再創新高？ETH穩穩的！,https://www.youtube.com/watch?v=zgvOmLAljV4,zgvOmLAljV4
226,2025-08-21,11:38:02-07:00,BTC非跌破不可？多空之間，生死一線！ETH呢？,https://www.youtube.com/watch?v=GnrGl15YHCU,GnrGl15YHCU
227,2025-08-20,10:03:47-07:00,BTC觸底反彈？ETH也臨近趨勢線！突破或有反彈！留意！,https://www.youtube.com/watch?v=fcmyDVjeLi4,fcmyDVjeLi4
228,2025-08-19,11:04:31-07:00,比特幣見頂？BTC派發區間？這條線不能跌破！ETH呢？,https://www.youtube.com/watch?v=qp9ig4fD6AU,qp9ig4fD6AU
229,2025-08-18,13:00:49-07:00,BTC周線不妙？回抽做空？留意MACD背離！ETH還行嗎？,https://www.youtube.com/watch?v=R_ojpFb3qh4,R_ojpFb3qh4
230,2025-08-15,12:17:48-07:00,BTC下跌才開始？是否有反彈？ETH還去新高嗎？,https://www.youtube.com/watch?v=LVX3P0Po274,LVX3P0Po274
231,2025-08-14,11:17:06-07:00,比特幣大跳水！看跌吞沒？見頂？ETH還去4800嗎？,https://www.youtube.com/watch?v=ok2B3yds9U0,ok2B3yds9U0
232,2025-08-13,10:56:55-07:00,BTC強反彈！ETH去4800？歷史高點臨近！山寨有機會……,https://www.youtube.com/watch?v=uIDh0hU3yIw,uIDh0hU3yIw
233,2025-08-12,12:03:34-07:00,BTC重回12萬！ETH沖上4500！能否再漲？,https://www.youtube.com/watch?v=NTBELD9V-04,NTBELD9V-04
234,2025-08-11,11:30:26-07:00,比特幣12萬！漲到這就行？遇到了拋壓！BTC、ETH能否再漲？,https://www.youtube.com/watch?v=2gHsllbdqZ0,2gHsllbdqZ0
235,2025-08-08,11:19:05-07:00,以太4000！一切剛剛開始？或熱鬧將散場？BTC被搶風頭！,https://www.youtube.com/watch?v=M5gQE_KkC00,M5gQE_KkC00
236,2025-08-07,10:21:41-07:00,BTC強勢站回！能創新高？ETH真去15000？關鍵！,https://www.youtube.com/watch?v=nG6OuAYXpwo,nG6OuAYXpwo
237,2025-08-06,10:42:19-07:00,BTC如期反彈！W底形成？多空之間，小心！,https://www.youtube.com/watch?v=O84YKP2q3A0,O84YKP2q3A0
238,2025-08-05,10:44:51-07:00,BTC在懸崖邊！撐住還能漲，跌破就完了！先看這一帶……,https://www.youtube.com/watch?v=nsntbye926s,nsntbye926s
239,2025-08-04,11:15:57-07:00,BTC撐住反彈！重回區間，能再漲？ETH還沒完？,https://www.youtube.com/watch?v=hbXsR_FkV-Y,hbXsR_FkV-Y
240,2025-08-01,11:48:43-07:00,比特幣急跌！能漲回去嗎？美股Coinbase怎麼了？,https://www.youtube.com/watch?v=E3y2oWGzqMI,E3y2oWGzqMI
241,2025-07-31,11:04:53-07:00,BTC急跌反彈！正常回踩？ETH還上去嗎？,https://www.youtube.com/watch?v=ZzgftPSG1kw,ZzgftPSG1kw
242,2025-07-30,11:04:07-07:00,BTC盤後再漲！跌到哪做多？ETH可能這麼走……,https://www.youtube.com/watch?v=5rlYAHFpB5c,5rlYAHFpB5c
243,2025-07-29,10:41:02-07:00,BTC反彈？VAL得到支撐！繼續向上？,https://www.youtube.com/watch?v=WKW1srX184E,WKW1srX184E
244,2025-07-28,11:58:23-07:00,BTC沖高回落？ETH失勢跌回！還漲嗎？回踩做多嗎？,https://www.youtube.com/watch?v=lcgeuOhzgH8,lcgeuOhzgH8
245,2025-07-25,11:35:34-07:00,BTC跌到位！還跌嗎？可以做多嗎？ETH漲完了？,https://www.youtube.com/watch?v=Zaig7kZqEis,Zaig7kZqEis
246,2025-07-24,11:01:06-07:00,BTC極致盤整！醞釀大波動？ETH強勢回彈，突破趨勢線！,https://www.youtube.com/watch?v=TfV2uVbY_PE,TfV2uVbY_PE
247,2025-07-23,11:00:58-07:00,BTC看漲吞沒卻下跌？ETH初現大陰線，漲到頭了？,https://www.youtube.com/watch?v=_ffKeeaJsNA,_ffKeeaJsNA
248,2025-07-22,11:45:48-07:00,BTC穩定盤整！ETH漲不動了嗎？蓄勢中……,https://www.youtube.com/watch?v=fNHofuDEIrs,fNHofuDEIrs
249,2025-07-21,11:41:47-07:00,BTC還跌？ETH還漲！目標位多少？山寨熱度起來了！,https://www.youtube.com/watch?v=Ymfq_AatGu0,Ymfq_AatGu0
250,2025-07-18,11:11:01-07:00,BTC難漲！ETH沖高，一步去4100？山寨有機會？！,https://www.youtube.com/watch?v=H0dzVPCCam4,H0dzVPCCam4
251,2025-07-17,10:57:20-07:00,BTC將回調？ETH將新高?! BTC和ETH，分別去哪裡？,https://www.youtube.com/watch?v=Q2A780bVOSA,Q2A780bVOSA
252,2025-07-16,10:25:51-07:00,大餅漲完以太漲！ETH去4100？之後山寨漲？,https://www.youtube.com/watch?v=1IDc-00_4Ms,1IDc-00_4Ms
253,2025-07-15,11:21:15-07:00,BTC重挫！看跌吞沒？巨量追多，除非清掉，否則難漲！ETH接棒上漲？,https://www.youtube.com/watch?v=aKjTKLWDJFU,aKjTKLWDJFU
254,2025-07-14,11:49:05-07:00,比特幣12萬！忍不住追高？小心回調！BTC、ETH多空機會！,https://www.youtube.com/watch?v=JSUoJfEZyH4,JSUoJfEZyH4
255,2025-07-11,11:21:05-07:00,BTC歷史新高！有人恐高，有人追高，我計劃這樣！ETH和山寨跟漲！,https://www.youtube.com/watch?v=od2lrw6VzPA,od2lrw6VzPA
256,2025-07-10,11:15:28-07:00,113666！BTC歷史新高！比特幣VCP突破？見好就收？還是繼續沖？ETH、Trump漲漲漲！,https://www.youtube.com/watch?v=8nwKVrHVpp4,8nwKVrHVpp4
257,2025-07-09,11:06:09-07:00,BTC盤整向上！空頭不耐煩，資金費又負了？ETH穩穩漲！,https://www.youtube.com/watch?v=FJ_j6u19b5g,FJ_j6u19b5g
258,2025-07-08,10:54:26-07:00,比特幣蓄勢待發！流動性在哪？ETH漲到這做空？,https://www.youtube.com/watch?v=F_Z7iQqDk4I,F_Z7iQqDk4I
259,2025-07-07,11:26:45-07:00,比特幣11萬太難！真上不去了？BTC、ETH分析！,https://www.youtube.com/watch?v=E1mxd-2hDgA,E1mxd-2hDgA
260,2025-07-04,11:37:00-07:00,BTC觸頂110000？前高摸一下就跌！周線背離走出來？,https://www.youtube.com/watch?v=44-jVHEhOAY,44-jVHEhOAY
261,2025-07-03,10:42:12-07:00,比特幣11萬！馬上新高？突破做多，還是準備做空？eth呢,https://www.youtube.com/watch?v=3ayFnswbR2M,3ayFnswbR2M
262,2025-07-02,11:44:29-07:00,BTC臨近新高！三角突破做多？留意轉空！ETH去2900？,https://www.youtube.com/watch?v=hgnj0C-AmAs,hgnj0C-AmAs
263,2025-07-01,11:05:42-07:00,BTC看跌吞沒！是見頂了？還是仍在盤整中？成交量萎縮！,https://www.youtube.com/watch?v=fXiDocwA_XQ,fXiDocwA_XQ
264,2025-06-30,11:21:56-07:00,比特幣多空雙殺！清掉止損後，到底去哪？BTC、ETH分析！,https://www.youtube.com/watch?v=OjRJy35pCl8,OjRJy35pCl8
265,2025-06-27,11:26:44-07:00,BTC不上不下！漲勢全無？比特幣在做什麼？我們做什麼？,https://www.youtube.com/watch?v=X14tIBz4g28,X14tIBz4g28
266,2025-06-26,11:19:22-07:00,BTC停住了！懸浮中，向上還是向下？ETH偏弱！,https://www.youtube.com/watch?v=poHKvz9IdZc,poHKvz9IdZc
267,2025-06-25,11:39:51-07:00,BTC不回調？做多的越來越多！上方有吸引力？ETH呢,https://www.youtube.com/watch?v=2npYGLKEUaA,2npYGLKEUaA
268,2025-06-24,10:58:18-07:00,BTC強看漲吞沒！比特幣再去11萬？做空嗎？ETH剛開始！,https://www.youtube.com/watch?v=X1xGvm8QktM,X1xGvm8QktM
269,2025-06-23,11:57:57-07:00,比特幣強反彈！戰爭開打，做多BTC？以太ETH有好機會！,https://www.youtube.com/watch?v=AvlYu7m3Z6Y,AvlYu7m3Z6Y
270,2025-06-22,12:43:37-07:00,三戰恐慌！比特幣跌破10萬！賣掉一切？是危機，也是機會！,https://www.youtube.com/watch?v=Zux5Gk7qTX4,Zux5Gk7qTX4
271,2025-06-20,11:58:19-07:00,BTC急跌！前低跌破！跌到位了嗎？還能漲嗎？ETH呢,https://www.youtube.com/watch?v=AcSHkqfieeM,AcSHkqfieeM
272,2025-06-19,11:53:46-07:00,BTC先得跌！然後才漲？空頭已擁擠，看漲背離！,https://www.youtube.com/watch?v=klIVZYYv61g,klIVZYYv61g
273,2025-06-18,11:51:53-07:00,BTC看漲背離！最好再跌一點？跌到哪？ETH一樣！,https://www.youtube.com/watch?v=3TDU2Vd8yZQ,3TDU2Vd8yZQ
274,2025-06-17,11:53:54-07:00,BTC急跌！世界大戰？有人拋售現貨！反彈還有嗎？,https://www.youtube.com/watch?v=5PDi7-nQ_PI,5PDi7-nQ_PI
275,2025-06-16,10:31:07-07:00,BTC觸底反彈！C浪開啟！漲去新高？ETH去2900？,https://www.youtube.com/watch?v=XY7akE_lEhk,XY7akE_lEhk
276,2025-06-13,12:06:07-07:00,BTC戰爭急跌！B浪？即將C浪上漲！？ETH相對底部？,https://www.youtube.com/watch?v=ZF13wcTSY8c,ZF13wcTSY8c
277,2025-06-12,12:51:48-07:00,BTC下跌！缺口補上了！跌到位了？ETH假突破？,https://www.youtube.com/watch?v=MmwqAh56bKs,MmwqAh56bKs
278,2025-06-11,11:36:01-07:00,BTC受阻回調！還漲回來？ETH新一輪上漲？,https://www.youtube.com/watch?v=1dvIio0I80Y,1dvIio0I80Y
279,2025-06-10,11:49:14-07:00,BTC反彈11萬！毫無回調？ETH強勢啟動，繼續漲？,https://www.youtube.com/watch?v=wd29ot8LwjU,wd29ot8LwjU
280,2025-06-09,11:44:46-07:00,這反彈，一眨眼就十萬八千！BTC莫非還有新高？目標位是？,https://www.youtube.com/watch?v=ypLKi8oi3-Y,ypLKi8oi3-Y
281,2025-06-06,11:39:27-07:00,BTC觸底！當然做多！馬斯克川普吵架，促成五浪見底！三浪反彈來了？,https://www.youtube.com/watch?v=uCYkQJjBSCM,uCYkQJjBSCM
282,2025-06-05,11:13:25-07:00,BTC急跌！前低難保？超跌反彈做多！？ETH去多少？,https://www.youtube.com/watch?v=7PdTaZZ1gm4,7PdTaZZ1gm4
283,2025-06-04,10:46:26-07:00,BTC下跌五浪？準備做多！？ETH遇阻！上不去？,https://www.youtube.com/watch?v=2j-hXY2wX8o,2j-hXY2wX8o
284,2025-06-03,11:18:47-07:00,比特幣106000受阻！還有一跌？到哪有支撐？ETH還行？,https://www.youtube.com/watch?v=JHpFJ1hNjBQ,JHpFJ1hNjBQ
285,2025-06-02,10:56:06-07:00,BTC看跌周線！跌到哪反彈？10萬能撐住？ETH有希望嗎？,https://www.youtube.com/watch?v=szcdqWifPMc,szcdqWifPMc
286,2025-05-30,11:30:48-07:00,BTC順跌！103500，絲毫不反彈？ETH假突破確認？,https://www.youtube.com/watch?v=2MFAZhQZqW0,2MFAZhQZqW0
287,2025-05-29,10:47:44-07:00,BTC緩跌！假突破後，回抽不過！ETH也假突破？？,https://www.youtube.com/watch?v=sgrhPu-xphA,sgrhPu-xphA
288,2025-05-28,14:26:19-07:00,BTC回抽不過！假突破後，11萬難再上？ETH不跌！？,https://www.youtube.com/watch?v=zkEFXci0-nk,zkEFXci0-nk
289,2025-05-27,12:54:26-07:00,BTC不肯跌！危險解除？11萬反復測試！ETH去2800！？,https://www.youtube.com/watch?v=fY5V0WiaR_A,fY5V0WiaR_A
290,2025-05-26,11:35:45-07:00,BTC假突破！11萬見頂了？一些危險信號！,https://www.youtube.com/watch?v=xLnJ4LKsJq0,xLnJ4LKsJq0
291,2025-05-23,11:25:52-07:00,BTC假突破！看跌吞沒？見頂了？今天日線很重要！,https://www.youtube.com/watch?v=_s_cl8vChi8,_s_cl8vChi8
292,2025-05-22,12:54:23-07:00,111111！BTC新高！突破才是開始？繼續漲？如果跌回……！,https://www.youtube.com/watch?v=YLzL7nv6Iaw,YLzL7nv6Iaw
293,2025-05-21,10:25:36-07:00,比特幣11萬！差一點新高！是否跌回？$Trump還不錯！,https://www.youtube.com/watch?v=u5pExD74gNM,u5pExD74gNM
294,2025-05-20,10:53:09-07:00,BTC看漲背離？太多人做空！爆空頭，去新高？川普幣縮量盤整！,https://www.youtube.com/watch?v=oODw3hPYN-c,oODw3hPYN-c
295,2025-05-19,12:09:17-07:00,比特幣107000假突破！沒人買了？賣方增多！短空？,https://www.youtube.com/watch?v=fF6-0ygrzNU,fF6-0ygrzNU
296,2025-05-16,11:12:05-07:00,BTC五浪見頂？還能不能新高？至少……等一個突破！,https://www.youtube.com/watch?v=t_UYVIc71hM,t_UYVIc71hM
297,2025-05-15,11:02:21-07:00,BTC未見頹勢！繼續上漲？資金費降低！ETH更強？,https://www.youtube.com/watch?v=8gxjYY1Aszk,8gxjYY1Aszk
298,2025-05-14,10:50:45-07:00,BTC遇阻？盤起來了！還去新高嗎？ETH去2800？,https://www.youtube.com/watch?v=9zhMOo9HLu8,9zhMOo9HLu8
299,2025-05-13,10:51:22-07:00,BTC盤整後，是漲是跌？漲到多少可能回調？ETH仍強勢！,https://www.youtube.com/watch?v=xtRMpb5WF-Q,xtRMpb5WF-Q
300,2025-05-12,11:11:04-07:00,BTC新高一步之遙？105000受挫！BTC、ETH、SPX、TSLA分析！,https://www.youtube.com/watch?v=vBwvA8cNt7c,vBwvA8cNt7c
